SK_ID_CURR,actual_default,raw_lgbm_score,calibrated_pd,calibrated_risk_band,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_CONTRACT_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,bureau_loans_count,bureau_credit_sum,bureau_credit_debt,bureau_overdue_sum,prev_apps_count,prev_refused_rate,prev_approved_rate,late_rate,avg_days_late,max_days_late,missed_payment_rate
273836,0,0.493489426540088,0.08634931905115342,Medium Risk,135000.0,477621.0,27549.0,Cash loans,Higher education,Married,House / apartment,0,2.0,768772.125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-6.0,0.0
133990,0,0.302605229806109,0.03646826643128931,Low Risk,225000.0,604152.0,42178.5,Cash loans,Higher education,Separated,House / apartment,Core staff,13.0,3291783.48,1420852.5,0.0,4.0,0.0,1.0,0.056,23.714285714285715,94.0,0.04
223919,0,0.4054238446407769,0.058346307238492275,Medium Risk,126000.0,254700.0,24939.0,Cash loans,Secondary / secondary special,Civil marriage,Municipal apartment,0,7.0,870382.71,303723.0,0.0,14.0,0.21428571428571427,0.7142857142857143,0.011235955056179775,5.0,5.0,0.02247191011235955
165167,0,0.2413105656641836,0.027437732347514895,Low Risk,135000.0,835380.0,40320.0,Cash loans,Higher education,Married,House / apartment,Sales staff,1.0,169548.48,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-4.0,0.0
430285,0,0.6363081215939215,0.15784346952001682,High Risk,202500.0,549882.0,21438.0,Cash loans,Secondary / secondary special,Married,With parents,Laborers,16.0,3071675.7,1160500.275,0.0,6.0,0.0,0.6666666666666666,0.2903225806451613,5.666666666666667,9.0,0.5161290322580645
379893,0,0.2682520623474285,0.03110296943988461,Low Risk,216000.0,814041.0,26257.5,Cash loans,Secondary / secondary special,Married,House / apartment,High skill tech staff,2.0,450000.0,0.0,0.0,5.0,0.0,1.0,0.10810810810810811,5.0,10.0,0.16216216216216217
164944,0,0.18491703912295177,0.021074939710788294,Low Risk,135000.0,545040.0,30433.5,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Laborers,5.0,3574039.5,0.0,0.0,4.0,0.0,1.0,0.0,0.0,-2.0,0.0
323080,0,0.4277046744739573,0.06449943673498729,Medium Risk,337500.0,1822158.0,50238.0,Cash loans,Secondary / secondary special,Married,House / apartment,Medicine staff,10.0,6177926.7,2692609.245,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0
197567,0,0.3015660169621991,0.03629360824964112,Low Risk,157500.0,873198.0,28296.0,Cash loans,Secondary / secondary special,Single / not married,House / apartment,Laborers,1.0,74776.725,47853.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.0,0.0
135350,0,0.4300104709894941,0.06516965809412822,Medium Risk,211500.0,1045854.0,30708.0,Cash loans,Secondary / secondary special,Married,House / apartment,Sales staff,5.0,598703.4,0.0,0.0,11.0,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0
106531,0,0.10557093019401287,0.014503398936986553,Low Risk,247500.0,1189710.0,38506.5,Cash loans,Higher education,Married,House / apartment,Managers,1.0,99130.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-7.0,0.0
144119,0,0.3072274752968678,0.037254960961252186,Low Risk,675000.0,1350000.0,39474.0,Cash loans,Higher education,Single / not married,House / apartment,0,9.0,10999374.21,5544652.5,0.0,10.0,0.3,0.3,0.0,0.0,-1.0,0.0
276462,0,0.1546890530163132,0.0182838140014665,Low Risk,225000.0,450000.0,22500.0,Revolving loans,Higher education,Married,House / apartment,High skill tech staff,4.0,409500.0,0.0,0.0,9.0,0.3333333333333333,0.5555555555555556,0.01098901098901099,1.0,1.0,0.02197802197802198
349550,0,0.09868675160991836,0.01403916094971783,Low Risk,135000.0,270000.0,13500.0,Revolving loans,Secondary / secondary special,Married,House / apartment,Laborers,3.0,1288728.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-11.0,0.0
285821,1,0.7603354348617738,0.2535506322473971,Very High Risk,180000.0,284400.0,22468.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,7.0,2704140.0,943267.5,0.0,9.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0
159635,0,0.19462279266401514,0.022056593568119214,Low Risk,427500.0,684000.0,31824.0,Cash loans,Higher education,Married,House / apartment,0,3.0,900000.0,433997.73,0.0,6.0,0.16666666666666666,0.6666666666666666,0.20833333333333334,11.0,19.0,0.375
210600,0,0.5718008603963913,0.12093394891100531,High Risk,180000.0,790830.0,62613.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,8.0,2001429.0,1057032.0,0.0,16.0,0.25,0.3125,0.0,0.0,0.0,0.0
287018,0,0.573669252624606,0.1218894208838748,High Risk,270000.0,450000.0,22018.5,Cash loans,Secondary / secondary special,Married,House / apartment,Core staff,4.0,1620000.0,1197589.5,0.0,2.0,0.0,1.0,0.0,0.0,-16.0,0.0
118464,1,0.4337972568027812,0.06628442699951745,Medium Risk,157500.0,927000.0,29466.0,Cash loans,Secondary / secondary special,Married,House / apartment,High skill tech staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122130,0,0.0838700558239999,0.013089118085281255,Low Risk,180000.0,1270746.0,42124.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,3.0,7572757.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-2.0,0.0
253172,0,0.47870129665000977,0.08091770748793917,Medium Risk,157500.0,753232.5,50539.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.05263157894736842,1.0,1.0,0.0
370989,0,0.2484432389673757,0.028365108769376878,Low Risk,85500.0,107820.0,7290.0,Cash loans,Secondary / secondary special,Married,House / apartment,Drivers,7.0,2446365.7800000003,737190.36,0.0,1.0,0.0,1.0,0.0,0.0,-22.0,0.0
319076,0,0.12906725176255515,0.016204656972455645,Low Risk,135000.0,1185120.0,39298.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,10.0,1764990.0,154491.435,0.0,1.0,0.0,1.0,0.0,0.0,-11.0,0.0
308600,0,0.3182234512108993,0.03919253174115169,Low Risk,315000.0,1546020.0,44437.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,4.0,4772972.88,1991277.0,0.0,15.0,0.2,0.6,0.0,0.0,0.0,0.0
345672,0,0.6451252120435413,0.16354395871690108,High Risk,180000.0,1024740.0,52452.0,Cash loans,Secondary / secondary special,Married,House / apartment,Drivers,1.0,121545.0,121702.5,0.0,3.0,0.0,1.0,0.14285714285714285,57.75,200.0,0.21428571428571427
421679,0,0.26823778106218693,0.031100906251922196,Low Risk,225000.0,182448.0,19647.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,6.0,1192743.0,428107.5,0.0,10.0,0.1,0.6,0.0,0.0,-2.0,0.0
255699,0,0.30694392819992183,0.037206235786366795,Low Risk,180000.0,343377.0,16137.0,Cash loans,Higher education,Married,House / apartment,Sales staff,3.0,165733.91999999998,0.0,0.0,5.0,0.6,0.4,0.25,15.666666666666666,27.0,0.0
277142,0,0.7076491137214563,0.20877139375987144,Very High Risk,157500.0,526500.0,32341.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,6.0,2196000.0,520429.5,0.0,6.0,0.3333333333333333,0.5,0.07407407407407407,4.5,7.0,0.14814814814814814
114402,0,0.10173494131198087,0.01424288210542803,Low Risk,99000.0,180000.0,11812.5,Cash loans,Higher education,Married,House / apartment,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-5.0,0.0
345380,0,0.16220047934256598,0.018941521963456547,Low Risk,112500.0,157500.0,6799.5,Cash loans,Higher education,Married,House / apartment,0,1.0,585000.0,0.0,0.0,4.0,0.25,0.75,0.14285714285714285,1.7272727272727273,4.0,0.12987012987012986
178687,0,0.4192051912132367,0.06208397448435745,Medium Risk,153000.0,691020.0,20335.5,Cash loans,Secondary / secondary special,Widow,House / apartment,Core staff,14.0,3170955.87,708953.8049999999,0.0,5.0,0.0,0.8,0.08695652173913043,3.5,9.0,0.0
370614,0,0.16035377340630338,0.018777702708514237,Low Risk,171000.0,697500.0,27661.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,2.0,438527.07,0.0,0.0,4.0,0.0,1.0,0.018867924528301886,16.0,16.0,0.0
332740,0,0.1584392641922299,0.018609335975849607,Low Risk,117000.0,288873.0,16713.0,Cash loans,Secondary / secondary special,Married,House / apartment,High skill tech staff,8.0,676791.0449999999,352098.0,0.0,4.0,0.0,0.5,0.20689655172413793,3.3333333333333335,6.0,0.0
374557,0,0.6091315916772996,0.1412861205848036,High Risk,225000.0,714154.5,21780.0,Cash loans,Secondary / secondary special,Married,House / apartment,Sales staff,9.0,1718779.5,707247.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,-17.0,0.0
108264,0,0.10012775543153135,0.01413510778043071,Low Risk,180000.0,254700.0,24808.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,2.0,706278.015,227046.195,0.0,4.0,0.0,0.75,0.0,0.0,0.0,0.0
155426,0,0.7707147515752436,0.2630831543731219,Very High Risk,90000.0,646920.0,17194.5,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,1.0,86265.0,79974.0,0.0,8.0,0.0,0.875,0.08771929824561403,2.2,4.0,0.0
217992,1,0.7236272772268423,0.2217069988928265,Very High Risk,90000.0,448056.0,17019.0,Cash loans,Secondary / secondary special,Separated,House / apartment,Laborers,2.0,86490.0,66267.0,0.0,14.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0
402765,0,0.3529750679036189,0.045970902165217965,Low Risk,112500.0,1350000.0,37255.5,Cash loans,Higher education,Single / not married,House / apartment,Core staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323761,1,0.805380894257078,0.2965434472949822,Very High Risk,135000.0,592560.0,31153.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,5.0,5.0,0.2857142857142857
421025,0,0.5357739941342391,0.10374105150659983,High Risk,193500.0,370107.0,25164.0,Cash loans,Higher education,Married,House / apartment,Security staff,3.0,288000.0,172879.065,0.0,11.0,0.36363636363636365,0.2727272727272727,0.18421052631578946,6.714285714285714,23.0,0.21052631578947367
268978,0,0.41733878299359256,0.0615649895001916,Medium Risk,157500.0,755190.0,36459.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,2.0,127296.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-8.0,0.0
278988,0,0.7231115938305178,0.22128070145020098,Very High Risk,180000.0,373500.0,29506.5,Cash loans,Higher education,Married,House / apartment,0,13.0,3733586.775,782508.78,0.0,3.0,0.3333333333333333,0.3333333333333333,0.34375,2.1818181818181817,6.0,0.3125
371199,0,0.7070089108462999,0.20826486022644916,Very High Risk,225000.0,348264.0,37084.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,Drivers,0.0,0.0,0.0,0.0,7.0,0.8571428571428571,0.14285714285714285,0.05555555555555555,1.0,1.0,0.0
221534,0,0.18702563910581926,0.02128450527410347,Low Risk,67500.0,178290.0,17761.5,Cash loans,Secondary / secondary special,Married,House / apartment,Sales staff,3.0,158193.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-6.0,0.0
235417,0,0.25638422018051976,0.02943338337742289,Low Risk,157500.0,700830.0,20619.0,Cash loans,Secondary / secondary special,Widow,House / apartment,0,4.0,635314.5,160281.0,0.0,3.0,0.0,1.0,0.128,20.75,34.0,0.064
335086,0,0.6441859617312347,0.162928913923495,High Risk,45000.0,835380.0,35523.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,6.0,3914397.0,0.0,0.0,2.0,0.0,1.0,0.37037037037037035,14.9,40.0,0.4444444444444444
388432,0,0.43596544481726046,0.06693065745266158,Medium Risk,135000.0,1006920.0,40063.5,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Laborers,19.0,824793.12,19779.3,0.0,5.0,0.0,0.6,0.0,0.0,-3.0,0.0
195811,0,0.4090347661556255,0.05930471612185362,Medium Risk,157500.0,454500.0,16825.5,Cash loans,Secondary / secondary special,Married,House / apartment,High skill tech staff,4.0,378070.2,0.0,0.0,2.0,0.5,0.5,0.0,0.0,-2.0,0.0
455267,0,0.14630092298801448,0.017575812811905695,Low Risk,202500.0,835380.0,40320.0,Cash loans,Higher education,Single / not married,House / apartment,Accountants,5.0,2862355.545,2346517.395,0.0,1.0,0.0,1.0,0.0,0.0,-6.0,0.0
198401,1,0.36925376993781,0.04951748090963673,Low Risk,180000.0,1078200.0,34911.0,Cash loans,Higher education,Married,House / apartment,Managers,9.0,11017350.0,107055.0,0.0,5.0,0.2,0.8,0.08602150537634409,15.625,66.0,0.043010752688172046
418413,0,0.4004020710839447,0.057037566673744426,Medium Risk,157500.0,612612.0,31410.0,Cash loans,Secondary / secondary special,Married,House / apartment,Cooking staff,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,-11.0,0.0
254812,0,0.5589846110240502,0.1145527224367149,High Risk,139500.0,248760.0,24354.0,Cash loans,Incomplete higher,Single / not married,House / apartment,Sales staff,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,-19.0,0.0
341037,0,0.37346963682695006,0.05047744036772745,Medium Risk,90000.0,364500.0,13221.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,0.0,0.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,-9.0,0.0
123304,0,0.1808729464667143,0.020678647591264414,Low Risk,112500.0,540000.0,15916.5,Cash loans,Secondary / secondary special,Separated,House / apartment,Laborers,5.0,357223.5,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.0,0.0
452850,0,0.7892049159474342,0.28062542184379435,Very High Risk,135000.0,675000.0,19867.5,Cash loans,Higher education,Married,House / apartment,Sales staff,4.0,889335.63,775602.315,0.0,8.0,0.25,0.75,0.15555555555555556,98.47619047619048,528.0,0.05925925925925926
107833,0,0.28888431313942453,0.03422606721056289,Low Risk,42750.0,107820.0,5634.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.04242424242424243,5.571428571428571,14.0,0.06060606060606061
416811,1,0.5324598375588828,0.10227304373431702,High Risk,180000.0,219870.0,12055.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,1.0,135000.0,0.0,0.0,5.0,0.0,0.6,0.0,0.0,-1.0,0.0
279746,0,0.240376230412615,0.027318455736859135,Low Risk,112500.0,675000.0,32602.5,Cash loans,Higher education,Married,House / apartment,Accountants,1.0,225000.0,32283.0,0.0,2.0,0.0,1.0,0.034482758620689655,102.0,157.0,0.06896551724137931
333004,0,0.13814067292941345,0.016912910504081925,Low Risk,180000.0,1174090.5,49873.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,8.0,656268.84,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
419702,0,0.24598477416713832,0.028042077121311543,Low Risk,189000.0,675000.0,24799.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,10.0,17919544.5,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,-4.0,0.0
366351,0,0.2923834392098634,0.034784916132054526,Low Risk,108000.0,327024.0,12456.0,Cash loans,Secondary / secondary special,Widow,House / apartment,0,10.0,1428615.0,404104.5,0.0,9.0,0.2222222222222222,0.6666666666666666,0.1388888888888889,2.2,4.0,0.05555555555555555
196228,0,0.297642945746469,0.03564149471559712,Low Risk,90000.0,450000.0,16294.5,Cash loans,Higher education,Married,House / apartment,0,11.0,3351722.58,1142514.0,0.0,5.0,0.2,0.8,0.031746031746031744,2.5,3.0,0.0
397812,0,0.21319115952496492,0.024060670615934424,Low Risk,225000.0,260640.0,19615.5,Cash loans,Incomplete higher,Married,House / apartment,0,0.0,0.0,0.0,0.0,10.0,0.1,0.7,0.02564102564102564,3.3333333333333335,5.0,0.03418803418803419
432456,0,0.44932094177912524,0.07104182172643607,Medium Risk,135000.0,270000.0,13500.0,Revolving loans,Secondary / secondary special,Married,Municipal apartment,Drivers,1.0,1575000.0,0.0,0.0,2.0,0.0,1.0,0.16666666666666666,2.3333333333333335,3.0,0.2222222222222222
304335,0,0.2303435525258984,0.0260690463550141,Low Risk,90000.0,239850.0,23494.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,6.0,526140.0,15610.5,0.0,1.0,0.0,1.0,0.0,0.0,-9.0,0.0
133638,0,0.25508600121114694,0.02925610817282144,Low Risk,202500.0,544491.0,14359.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,5.0,446191.92,5940.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
391067,0,0.4130093501740902,0.060376691630616194,Medium Risk,198000.0,497520.0,32521.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,3.0,3784500.0,1956501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250960,0,0.25228136944429386,0.028876656609375898,Low Risk,180000.0,509922.0,28602.0,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Core staff,6.0,249219.9,0.0,0.0,6.0,0.0,1.0,0.047619047619047616,3.5,6.0,0.047619047619047616
147544,0,0.6233610274182774,0.14976676001998238,High Risk,180000.0,225000.0,10822.5,Cash loans,Secondary / secondary special,Widow,House / apartment,0,12.0,1835626.5,505012.5,0.0,10.0,0.2,0.7,0.29914529914529914,3.257142857142857,10.0,0.15384615384615385
360119,0,0.25176673742535777,0.02880755003885794,Low Risk,76500.0,180000.0,9000.0,Revolving loans,Secondary / secondary special,Married,House / apartment,Drivers,3.0,278361.54,0.0,0.0,2.0,0.0,1.0,0.08333333333333333,4.0,4.0,0.16666666666666666
206509,0,0.21643218233183295,0.024428234938802845,Low Risk,135000.0,728460.0,44694.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,4.0,4213678.14,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0
336012,0,0.19075592371917174,0.021660247750817273,Low Risk,112500.0,315000.0,15750.0,Revolving loans,Secondary / secondary special,Married,House / apartment,Laborers,3.0,904500.0,231205.5,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-10.0,0.0
421825,0,0.13706614103933729,0.01682747168670877,Low Risk,157500.0,180000.0,9000.0,Revolving loans,Secondary / secondary special,Married,House / apartment,Cleaning staff,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-7.0,0.0
127572,0,0.5525728327112359,0.11147163897302832,High Risk,157500.0,422235.0,25645.5,Cash loans,Higher education,Single / not married,House / apartment,0,3.0,675000.0,676071.0,0.0,5.0,0.2,0.4,0.0,0.0,-5.0,0.0
152641,0,0.7936147849694153,0.28491304281719587,Very High Risk,157500.0,545040.0,36553.5,Cash loans,Secondary / secondary special,Single / not married,Rented apartment,Cooking staff,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.42857142857142855,0.0,0.0,-4.0,0.0
384608,0,0.16922536699302704,0.01957759507976995,Low Risk,202500.0,808650.0,26217.0,Cash loans,Higher education,Married,House / apartment,0,2.0,189000.0,0.0,0.0,7.0,0.0,0.42857142857142855,0.0,0.0,-13.0,0.0
114774,0,0.6665263838759339,0.17806786913552058,High Risk,112500.0,237384.0,21901.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,3.0,638010.0,-46.26,0.0,10.0,0.1,0.4,0.21428571428571427,13.151515151515152,119.0,0.2077922077922078
169479,0,0.14415715232035073,0.01739923057855506,Low Risk,315000.0,1169532.0,42138.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,5.0,255541.5,0.0,0.0,8.0,0.125,0.75,0.0064516129032258064,1.0,1.0,0.0
165109,0,0.42902583070762385,0.06488266563556871,Medium Risk,45000.0,144000.0,14373.0,Cash loans,Higher education,Single / not married,House / apartment,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,10.75,13.0,0.8
435124,0,0.5612765517339888,0.11567194462141694,High Risk,225000.0,1350000.0,46926.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,12.0,3593844.0,842206.5,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0
330603,0,0.21283260645711963,0.024020340014885,Low Risk,270000.0,1125000.0,44748.0,Cash loans,Secondary / secondary special,Widow,House / apartment,0,3.0,360000.0,0.0,0.0,9.0,0.0,0.8888888888888888,0.01639344262295082,1.0,1.0,0.0
110099,1,0.7525893273659469,0.24658679698704775,Very High Risk,180000.0,269550.0,12001.5,Cash loans,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,11.0,2520432.0,906354.225,0.0,8.0,0.125,0.75,0.0,0.0,0.0,0.0
232652,0,0.3407637020474442,0.043470549402325906,Low Risk,135000.0,808650.0,22365.0,Cash loans,Secondary / secondary special,Married,House / apartment,Cooking staff,2.0,786150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438751,0,0.1784222860242283,0.02044205961376091,Low Risk,202500.0,536917.5,17577.0,Cash loans,Higher education,Married,House / apartment,Core staff,5.0,969336.0,127935.0,0.0,2.0,0.0,0.5,0.5,9.857142857142858,19.0,0.5
254300,1,0.4212149028183176,0.06264737346108235,Medium Risk,135000.0,139500.0,16555.5,Cash loans,Secondary / secondary special,Widow,House / apartment,0,8.0,1172956.5,98406.0,0.0,16.0,0.4375,0.375,0.05128205128205128,6.0,8.0,0.10256410256410256
226883,0,0.25524229033792306,0.02927739491191455,Low Risk,180000.0,285723.0,22239.0,Cash loans,Higher education,Married,House / apartment,IT staff,3.0,1876500.0,942979.5,0.0,7.0,0.14285714285714285,0.7142857142857143,0.10236220472440945,7.538461538461538,34.0,0.11023622047244094
153441,0,0.45841618255228395,0.07397379690209571,Medium Risk,310500.0,1046700.0,53572.5,Cash loans,Secondary / secondary special,Single / not married,Municipal apartment,Core staff,0.0,0.0,0.0,0.0,7.0,0.0,0.42857142857142855,0.025,1.0,1.0,0.0
452970,0,0.5968981033053294,0.1343192064065311,High Risk,135000.0,770292.0,30676.5,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,9.0,2412449.55,1022917.5,0.0,10.0,0.5,0.5,0.1896551724137931,11.090909090909092,88.0,0.27586206896551724
149088,0,0.7161553535920315,0.21558762477119348,Very High Risk,99000.0,1046142.0,30717.0,Cash loans,Higher education,Married,House / apartment,0,7.0,482240.20499999996,87348.555,0.0,13.0,0.07692307692307693,0.38461538461538464,0.16129032258064516,6.9,24.0,0.0967741935483871
100919,0,0.10479581280340523,0.014450381946867536,Low Risk,48600.0,229500.0,16101.0,Cash loans,Secondary / secondary special,Married,House / apartment,0,3.0,297760.5,0.0,0.0,11.0,0.0,0.9090909090909091,0.05660377358490566,2.8333333333333335,8.0,0.05660377358490566
182322,0,0.43901077472446,0.06784819989414202,Medium Risk,171000.0,1078200.0,31653.0,Cash loans,Higher education,Married,House / apartment,Accountants,6.0,6571185.66,2363613.615,0.0,4.0,0.0,1.0,0.017543859649122806,7.0,7.0,0.07017543859649122
227490,0,0.6996529573512922,0.2025097838539828,Very High Risk,121500.0,273636.0,18414.0,Cash loans,Secondary / secondary special,Single / not married,House / apartment,0,7.0,1170000.0,560754.0,0.0,5.0,0.6,0.4,0.125,4.0,6.0,0.125
150139,1,0.5952384158037186,0.1333967112129726,High Risk,67500.0,225000.0,13725.0,Cash loans,Secondary / secondary special,Married,House / apartment,Cleaning staff,1.0,63585.0,53667.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,2.5,4.0,0.2857142857142857
232755,0,0.47580317564750285,0.07989041979489024,Medium Risk,90000.0,518562.0,19345.5,Cash loans,Higher education,Married,House / apartment,0,2.0,810000.0,578632.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448621,0,0.37867314947957503,0.05168658995942386,Medium Risk,180000.0,405000.0,24777.0,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Laborers,9.0,1684768.5,0.0,0.0,10.0,0.1,0.6,0.3291139240506329,5.615384615384615,24.0,0.4810126582278481
340002,0,0.30133861004346685,0.03625549596471902,Low Risk,157500.0,835380.0,35523.0,Cash loans,Secondary / secondary special,Single / not married,House / apartment,Secretaries,5.0,568980.0,194359.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
455431,0,0.5183447010362703,0.09622519194355574,Medium Risk,157500.0,942300.0,34749.0,Cash loans,Secondary / secondary special,Married,House / apartment,High skill tech staff,3.0,315000.0,165983.94,0.0,5.0,0.4,0.6,0.04,5.0,5.0,0.08
348050,0,0.6152653285563987,0.1448915154111282,High Risk,202500.0,848745.0,43465.5,Cash loans,Secondary / secondary special,Married,House / apartment,0,3.0,450790.47,0.0,0.0,4.0,0.0,1.0,0.125,6.142857142857143,16.0,0.16071428571428573
167847,0,0.4369623379160883,0.06722974101050638,Medium Risk,180000.0,1721835.0,47479.5,Cash loans,Secondary / secondary special,Married,House / apartment,Medicine staff,3.0,2314350.0,840708.0,0.0,4.0,0.25,0.5,0.0,0.0,0.0,0.0
290761,0,0.14189664708081445,0.01721492054891267,Low Risk,270000.0,913500.0,37696.5,Cash loans,Incomplete higher,Married,House / apartment,Managers,3.0,198108.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-8.0,0.0
233499,0,0.6454718149912648,0.16377139440588157,High Risk,202500.0,1002726.0,35523.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,2.0,427500.0,391023.0,0.0,4.0,0.25,0.75,0.041666666666666664,4.0,4.0,0.08333333333333333
115531,0,0.4623888847474159,0.0752890765864491,Medium Risk,135000.0,288873.0,16713.0,Cash loans,Secondary / secondary special,Married,House / apartment,Laborers,9.0,465369.93,91334.38500000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
237503,0,0.1110001063673496,0.014880157312357204,Low Risk,135000.0,629325.0,25087.5,Cash loans,Incomplete higher,Married,House / apartment,0,3.0,83336.4,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
374965,0,0.420504225975235,0.062447600398977725,Medium Risk,137700.0,781920.0,33259.5,Cash loans,Secondary / secondary special,Married,House / apartment,Medicine staff,15.0,6243609.015000001,336721.5,0.0,2.0,0.0,1.0,0.14285714285714285,8.5,15.0,0.2857142857142857
158827,0,0.3927569260743887,0.05509799877224562,Medium Risk,99000.0,450000.0,24426.0,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Core staff,6.0,687285.0,201181.5,0.0,4.0,0.0,1.0,0.06451612903225806,4.5,7.0,0.12903225806451613
164710,0,0.6664480673679597,0.17801292411950406,High Risk,135000.0,90000.0,9450.0,Cash loans,Incomplete higher,Single / not married,Rented apartment,Laborers,3.0,335578.5,233901.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0
165149,0,0.09673923589733488,0.013910508343509305,Low Risk,180000.0,562491.0,23962.5,Cash loans,Secondary / secondary special,Civil marriage,House / apartment,Laborers,12.0,2151751.725,767083.5,0.0,3.0,0.3333333333333333,0.6666666666666666,0.04411764705882353,10.333333333333334,32.0,0.04411764705882353
106737,0,0.2210806116457496,0.0249649856206563,Low Risk,180000.0,622413.0,30073.5,Cash loans,Higher education,Married,House / apartment,Managers,7.0,2919663.0,1055362.5,0.0,13.0,0.07692307692307693,0.6923076923076923,0.09722222222222222,8.357142857142858,23.0,0.08333333333333333
